contest_no,win,comp,policy_index,valence_index,Gender,Age,Race,Job,Political,Party,democrat,republican,resp_pid_7,resp_pid_3_text,resp_mturkid,same_party,mturk_clean
4,1,100,8,7,Male,45,White,Business Executive,Representative in Congress,non-partisan,0,0,4,Independent,A21T7YH1PNOXF6,1,346
5,1,100,9,5,Female,35,White,Educator,Mayor,Independent,0,0,4,Independent,A21T7YH1PNOXF6,0,346
5,0,90,8,5,Female,45,Hispanic,Business Executive,State Legislator,Republican,0,0,4,Independent,A21T7YH1PNOXF6,0,346
1,0,74,11,7,Female,45,Asian,Business Executive,Mayor,non-partisan,1,0,1,Democrat,A21UR3MDOFLA0L,1,347
1,1,82,8,5,Male,45,Black,Police Officer,City Council Member,non-partisan,1,0,1,Democrat,A21UR3MDOFLA0L,1,347
2,0,61,12,6,Male,65,Asian,Attorney,City Council Member,Republican,1,0,1,Democrat,A21UR3MDOFLA0L,0,347
2,1,84,8,6,Female,35,Black,Police Officer,State Legislator,Independent,1,0,1,Democrat,A21UR3MDOFLA0L,0,347
3,0,51,12,7,Male,35,Hispanic,Police Officer,None,Republican,1,0,1,Democrat,A21UR3MDOFLA0L,0,347
3,1,84,8,6,Female,55,Asian,Business Executive,State Legislator,Independent,1,0,1,Democrat,A21UR3MDOFLA0L,0,347
4,0,18,8,3,Male,55,Black,Business Executive,Representative in Congress,non-partisan,1,0,1,Democrat,A21UR3MDOFLA0L,1,347
4,1,85,9,6,Male,55,Black,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A21UR3MDOFLA0L,1,347
5,1,95,7,6,Female,45,Hispanic,Educator,Mayor,Democrat,1,0,1,Democrat,A21UR3MDOFLA0L,0,347
5,0,75,8,6,Female,35,Black,Educator,State Legislator,Republican,1,0,1,Democrat,A21UR3MDOFLA0L,0,347
1,0,51,8,4,Female,65,Hispanic,Police Officer,Mayor,non-partisan,0,1,7,Republican,A21ZBS87527EBK,1,348
1,1,50,8,4,Male,45,Hispanic,Attorney,State Legislator,non-partisan,0,1,7,Republican,A21ZBS87527EBK,1,348
2,1,100,8,7,Male,35,Black,Business Executive,None,Independent,0,1,7,Republican,A21ZBS87527EBK,0,348
2,0,0,8,1,Female,55,White,Police Officer,Mayor,Democrat,0,1,7,Republican,A21ZBS87527EBK,0,348
3,0,51,8,4,Female,55,White,Police Officer,Mayor,non-partisan,0,1,7,Republican,A21ZBS87527EBK,1,348
3,1,80,8,4,Female,55,Asian,Attorney,None,non-partisan,0,1,7,Republican,A21ZBS87527EBK,1,348
4,1,100,8,7,Female,35,Asian,Police Officer,City Council Member,Republican,0,1,7,Republican,A21ZBS87527EBK,0,348
4,0,0,8,1,Male,45,Black,Educator,City Council Member,Democrat,0,1,7,Republican,A21ZBS87527EBK,0,348
5,1,100,8,4,Male,55,Asian,Business Executive,City Council Member,non-partisan,0,1,7,Republican,A21ZBS87527EBK,1,348
5,0,51,8,4,Male,35,White,Attorney,None,non-partisan,0,1,7,Republican,A21ZBS87527EBK,1,348
1,1,50,10,5,Male,35,White,Small Business Owner,State Legislator,non-partisan,0,0,4,Independent,A221JJK7P6K22W,1,349
1,0,51,10,3,Male,45,Hispanic,Business Executive,None,non-partisan,0,0,4,Independent,A221JJK7P6K22W,1,349
2,1,22,8,2,Male,55,Black,Attorney,Representative in Congress,Democrat,0,0,4,Independent,A221JJK7P6K22W,1,349
2,0,26,8,2,Male,65,Asian,Attorney,State Legislator,Democrat,0,0,4,Independent,A221JJK7P6K22W,1,349
3,1,70,5,3,Female,35,Hispanic,Educator,Mayor,non-partisan,0,0,4,Independent,A221JJK7P6K22W,1,349
3,0,70,7,5,Female,35,Hispanic,Business Executive,City Council Member,non-partisan,0,0,4,Independent,A221JJK7P6K22W,1,349
4,1,40,5,3,Male,35,Black,Small Business Owner,City Council Member,Democrat,0,0,4,Independent,A221JJK7P6K22W,1,349
4,0,50,6,3,Male,35,Hispanic,Police Officer,Representative in Congress,Democrat,0,0,4,Independent,A221JJK7P6K22W,1,349
5,1,77,9,3,Female,35,Hispanic,Educator,Mayor,non-partisan,0,0,4,Independent,A221JJK7P6K22W,1,349
5,0,32,5,2,Male,65,Black,Attorney,None,non-partisan,0,0,4,Independent,A221JJK7P6K22W,1,349
1,1,53,8,5,Female,35,Asian,Small Business Owner,State Legislator,Republican,1,0,2,Democrat,A227UCGEBH62YN,1,350
1,0,48,7,3,Male,35,Asian,Attorney,Mayor,Republican,1,0,2,Democrat,A227UCGEBH62YN,1,350
2,0,50,8,4,Male,65,White,Educator,Mayor,Democrat,1,0,2,Democrat,A227UCGEBH62YN,1,350
2,1,55,6,4,Male,45,White,Attorney,City Council Member,Democrat,1,0,2,Democrat,A227UCGEBH62YN,1,350
3,1,64,10,5,Male,45,Black,Small Business Owner,State Legislator,non-partisan,1,0,2,Democrat,A227UCGEBH62YN,1,350
3,0,100,8,6,Female,65,Hispanic,Attorney,City Council Member,non-partisan,1,0,2,Democrat,A227UCGEBH62YN,1,350
4,0,4,6,3,Male,55,White,Police Officer,Mayor,Democrat,1,0,2,Democrat,A227UCGEBH62YN,1,350
4,1,100,8,7,Female,65,Black,Small Business Owner,City Council Member,Democrat,1,0,2,Democrat,A227UCGEBH62YN,1,350
5,0,39,9,4,Female,55,White,Business Executive,Representative in Congress,Republican,1,0,2,Democrat,A227UCGEBH62YN,1,350
5,1,58,8,3,Male,65,Hispanic,Police Officer,State Legislator,Republican,1,0,2,Democrat,A227UCGEBH62YN,1,350
1,0,20,10,6,Female,65,Hispanic,Business Executive,None,non-partisan,0,1,5,Republican,A228M4KOCN6I95,1,351
1,1,85,8,5,Male,55,Black,Business Executive,Representative in Congress,non-partisan,0,1,5,Republican,A228M4KOCN6I95,1,351
2,0,70,10,3,Male,65,Hispanic,Attorney,City Council Member,Independent,0,1,5,Republican,A228M4KOCN6I95,1,351
2,1,85,10,6,Male,65,White,Educator,State Legislator,Independent,0,1,5,Republican,A228M4KOCN6I95,1,351
3,1,80,8,5,Female,55,Black,Educator,City Council Member,non-partisan,0,1,5,Republican,A228M4KOCN6I95,1,351
3,0,80,9,5,Female,55,White,Small Business Owner,Mayor,non-partisan,0,1,5,Republican,A228M4KOCN6I95,1,351
4,0,40,10,3,Male,55,White,Business Executive,None,Independent,0,1,5,Republican,A228M4KOCN6I95,1,351
4,1,70,9,6,Female,65,Asian,Attorney,Representative in Congress,Independent,0,1,5,Republican,A228M4KOCN6I95,1,351
5,1,80,7,6,Male,55,White,Small Business Owner,State Legislator,non-partisan,0,1,5,Republican,A228M4KOCN6I95,1,351
5,0,30,8,3,Male,55,Asian,Educator,None,non-partisan,0,1,5,Republican,A228M4KOCN6I95,1,351
1,0,55,9,4,Female,65,Asian,Small Business Owner,City Council Member,Democrat,1,0,1,Democrat,A229PBL3A53GIY,0,352
1,1,79,9,5,Male,45,Asian,Educator,Representative in Congress,Independent,1,0,1,Democrat,A229PBL3A53GIY,0,352
2,0,74,9,6,Female,65,Hispanic,Attorney,Representative in Congress,Independent,1,0,1,Democrat,A229PBL3A53GIY,0,352
2,1,86,9,6,Male,55,White,Attorney,Mayor,Democrat,1,0,1,Democrat,A229PBL3A53GIY,0,352
3,1,53,9,5,Female,45,White,Small Business Owner,Mayor,non-partisan,1,0,1,Democrat,A229PBL3A53GIY,1,352
3,0,56,9,5,Male,65,White,Attorney,Mayor,non-partisan,1,0,1,Democrat,A229PBL3A53GIY,1,352
4,0,51,9,5,Male,45,Asian,Police Officer,Mayor,Republican,1,0,1,Democrat,A229PBL3A53GIY,0,352
4,1,83,8,5,Male,55,Black,Police Officer,Representative in Congress,Independent,1,0,1,Democrat,A229PBL3A53GIY,0,352
5,1,75,9,3,Male,65,Asian,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A229PBL3A53GIY,1,352
5,0,40,7,5,Female,45,Black,Small Business Owner,None,non-partisan,1,0,1,Democrat,A229PBL3A53GIY,1,352
1,1,65,7,4,Male,35,Asian,Small Business Owner,City Council Member,Democrat,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
1,0,60,8,4,Female,55,Black,Small Business Owner,State Legislator,Independent,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
2,1,60,8,4,Female,65,White,Business Executive,Mayor,Democrat,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
2,0,60,7,4,Male,35,Asian,Attorney,Representative in Congress,Republican,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
3,0,50,7,4,Female,35,Black,Business Executive,Representative in Congress,Republican,1,0,2,Democrat,A22DP0ST9DWG9O,1,353
3,1,61,7,4,Female,45,Black,Business Executive,City Council Member,Republican,1,0,2,Democrat,A22DP0ST9DWG9O,1,353
4,0,60,7,4,Male,45,Hispanic,Educator,State Legislator,Republican,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
4,1,60,8,4,Male,35,White,Business Executive,State Legislator,Independent,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
5,1,19,9,4,Female,45,Black,Police Officer,State Legislator,Independent,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
5,0,19,9,4,Male,45,White,Police Officer,State Legislator,Republican,1,0,2,Democrat,A22DP0ST9DWG9O,0,353
1,1,61,9,3,Female,55,Black,Educator,None,Democrat,1,0,3,Democrat,A22KRF782ELLB0,0,354
1,0,64,8,6,Female,45,Hispanic,Police Officer,State Legislator,Independent,1,0,3,Democrat,A22KRF782ELLB0,0,354
2,1,71,12,4,Female,65,Hispanic,Business Executive,City Council Member,Independent,1,0,3,Democrat,A22KRF782ELLB0,1,354
2,0,70,11,4,Male,65,Asian,Business Executive,State Legislator,Independent,1,0,3,Democrat,A22KRF782ELLB0,1,354
3,1,73,10,5,Female,65,Asian,Small Business Owner,Mayor,non-partisan,1,0,3,Democrat,A22KRF782ELLB0,1,354
3,0,64,6,3,Male,55,Asian,Attorney,State Legislator,non-partisan,1,0,3,Democrat,A22KRF782ELLB0,1,354
4,1,60,5,5,Male,65,White,Educator,Mayor,non-partisan,1,0,3,Democrat,A22KRF782ELLB0,1,354
4,0,65,13,3,Female,65,Black,Business Executive,City Council Member,non-partisan,1,0,3,Democrat,A22KRF782ELLB0,1,354
5,0,70,9,3,Female,35,Asian,Business Executive,None,non-partisan,1,0,3,Democrat,A22KRF782ELLB0,1,354
5,1,60,9,3,Female,45,Black,Small Business Owner,Representative in Congress,non-partisan,1,0,3,Democrat,A22KRF782ELLB0,1,354
1,1,80,7,4,Female,45,Asian,Small Business Owner,Representative in Congress,Republican,0,0,4,Independent,A22RR2Q0OC1JQ0,0,355
1,0,80,7,4,Female,35,Black,Attorney,Mayor,Democrat,0,0,4,Independent,A22RR2Q0OC1JQ0,0,355
2,0,80,9,4,Male,45,White,Small Business Owner,None,non-partisan,0,0,4,Independent,A22RR2Q0OC1JQ0,1,355
2,1,80,9,4,Female,55,Asian,Small Business Owner,State Legislator,non-partisan,0,0,4,Independent,A22RR2Q0OC1JQ0,1,355
3,0,80,10,4,Male,65,Hispanic,Small Business Owner,City Council Member,Republican,0,0,4,Independent,A22RR2Q0OC1JQ0,0,355
3,1,80,10,4,Female,55,Asian,Attorney,State Legislator,Independent,0,0,4,Independent,A22RR2Q0OC1JQ0,0,355
4,1,80,8,4,Female,45,Asian,Educator,Mayor,non-partisan,0,0,4,Independent,A22RR2Q0OC1JQ0,1,355
4,0,80,8,4,Female,45,Black,Educator,Representative in Congress,non-partisan,0,0,4,Independent,A22RR2Q0OC1JQ0,1,355
5,0,60,8,5,Male,65,Asian,Small Business Owner,None,non-partisan,0,0,4,Independent,A22RR2Q0OC1JQ0,1,355
5,1,60,8,5,Male,45,Black,Small Business Owner,None,non-partisan,0,0,4,Independent,A22RR2Q0OC1JQ0,1,355
1,0,65,7,5,Female,45,Black,Business Executive,State Legislator,non-partisan,1,0,2,Democrat,A22TE376NX0MEH,1,356
1,1,80,9,5,Male,55,Asian,Attorney,Mayor,non-partisan,1,0,2,Democrat,A22TE376NX0MEH,1,356
2,1,80,7,4,Male,65,Hispanic,Attorney,City Council Member,non-partisan,1,0,2,Democrat,A22TE376NX0MEH,1,356
2,0,60,7,4,Male,35,White,Small Business Owner,City Council Member,non-partisan,1,0,2,Democrat,A22TE376NX0MEH,1,356
3,1,80,8,4,Male,45,White,Small Business Owner,Mayor,Democrat,1,0,2,Democrat,A22TE376NX0MEH,0,356
3,0,70,7,4,Female,55,Hispanic,Educator,State Legislator,Republican,1,0,2,Democrat,A22TE376NX0MEH,0,356
4,1,85,7,4,Female,55,Asian,Business Executive,Mayor,Democrat,1,0,2,Democrat,A22TE376NX0MEH,0,356
4,0,80,8,4,Female,65,White,Small Business Owner,City Council Member,Independent,1,0,2,Democrat,A22TE376NX0MEH,0,356
5,1,85,9,6,Female,55,Hispanic,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,A22TE376NX0MEH,1,356
5,0,50,6,4,Male,65,White,Business Executive,None,non-partisan,1,0,2,Democrat,A22TE376NX0MEH,1,356
1,0,50,8,6,Female,45,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,2,Democrat,A22UZT41I9G9NL,1,357
1,1,92,11,5,Male,45,White,Educator,None,non-partisan,1,0,2,Democrat,A22UZT41I9G9NL,1,357
2,0,48,5,5,Female,55,Black,Police Officer,Mayor,Republican,1,0,2,Democrat,A22UZT41I9G9NL,0,357
2,1,91,5,6,Female,45,Hispanic,Attorney,State Legislator,Democrat,1,0,2,Democrat,A22UZT41I9G9NL,0,357
3,0,100,7,5,Female,55,Hispanic,Police Officer,State Legislator,Democrat,1,0,2,Democrat,A22UZT41I9G9NL,1,357
3,1,50,9,7,Female,65,Asian,Attorney,Mayor,Democrat,1,0,2,Democrat,A22UZT41I9G9NL,1,357
4,0,51,11,6,Male,55,Hispanic,Business Executive,None,Democrat,1,0,2,Democrat,A22UZT41I9G9NL,1,357
4,1,100,12,7,Male,45,Asian,Attorney,None,Democrat,1,0,2,Democrat,A22UZT41I9G9NL,1,357
5,0,50,6,5,Male,65,Black,Educator,State Legislator,Republican,1,0,2,Democrat,A22UZT41I9G9NL,1,357
5,1,100,7,6,Female,45,White,Police Officer,Representative in Congress,Republican,1,0,2,Democrat,A22UZT41I9G9NL,1,357
1,0,100,5,5,Male,55,White,Attorney,Mayor,Democrat,1,0,1,Democrat,A231SNVT1LWFCL,1,358
1,1,100,5,5,Female,55,Asian,Educator,State Legislator,Democrat,1,0,1,Democrat,A231SNVT1LWFCL,1,358
2,0,98,6,3,Male,35,White,Attorney,State Legislator,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
2,1,82,5,5,Male,55,Asian,Business Executive,Mayor,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
3,1,93,9,4,Female,65,Asian,Police Officer,None,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
3,0,92,8,5,Female,65,White,Educator,None,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
4,0,92,6,5,Male,45,Hispanic,Police Officer,Mayor,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
4,1,92,6,4,Female,65,Black,Educator,None,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
5,1,88,9,5,Female,55,Hispanic,Attorney,City Council Member,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
5,0,83,9,4,Female,35,Asian,Small Business Owner,Mayor,non-partisan,1,0,1,Democrat,A231SNVT1LWFCL,1,358
1,0,60,8,4,Female,65,Black,Police Officer,City Council Member,Independent,1,0,1,Democrat,A232NG5JY7C0I4,1,359
1,1,92,8,4,Male,55,Hispanic,Police Officer,Mayor,Independent,1,0,1,Democrat,A232NG5JY7C0I4,1,359
2,1,79,8,4,Male,55,White,Business Executive,Mayor,non-partisan,1,0,1,Democrat,A232NG5JY7C0I4,1,359
2,0,75,8,4,Male,45,Asian,Small Business Owner,Representative in Congress,non-partisan,1,0,1,Democrat,A232NG5JY7C0I4,1,359
3,0,74,8,4,Female,65,Asian,Educator,Representative in Congress,Republican,1,0,1,Democrat,A232NG5JY7C0I4,0,359
3,1,74,8,4,Female,45,White,Educator,Representative in Congress,Independent,1,0,1,Democrat,A232NG5JY7C0I4,0,359
4,1,88,7,4,Male,55,Black,Educator,City Council Member,non-partisan,1,0,1,Democrat,A232NG5JY7C0I4,1,359
4,0,49,9,3,Female,65,White,Attorney,None,non-partisan,1,0,1,Democrat,A232NG5JY7C0I4,1,359
5,0,49,8,4,Male,65,Asian,Attorney,None,Democrat,1,0,1,Democrat,A232NG5JY7C0I4,1,359
5,1,88,8,4,Female,45,Hispanic,Educator,Representative in Congress,Democrat,1,0,1,Democrat,A232NG5JY7C0I4,1,359
1,0,50,14,5,Male,45,White,Small Business Owner,None,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
1,1,80,3,5,Female,65,White,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
2,0,35,8,2,Male,55,Black,Small Business Owner,None,Independent,1,0,1,Democrat,A23437BMZ5T1FH,0,360
2,1,60,8,5,Female,55,Black,Business Executive,None,Republican,1,0,1,Democrat,A23437BMZ5T1FH,0,360
3,0,10,4,2,Female,45,Asian,Business Executive,State Legislator,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
3,1,74,5,7,Female,35,Black,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
4,0,10,9,1,Male,35,Asian,Police Officer,Mayor,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
4,1,85,6,3,Male,65,White,Police Officer,None,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
5,1,100,8,7,Male,35,White,Attorney,City Council Member,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
5,0,15,9,1,Male,65,Black,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A23437BMZ5T1FH,1,360
1,0,43,7,5,Female,35,Hispanic,Educator,None,non-partisan,1,0,2,Democrat,A2359YG3YH3M31,1,361
1,1,78,7,4,Female,55,White,Educator,None,non-partisan,1,0,2,Democrat,A2359YG3YH3M31,1,361
2,0,25,8,2,Male,45,Black,Business Executive,None,non-partisan,1,0,2,Democrat,A2359YG3YH3M31,1,361
2,1,71,7,7,Female,65,White,Small Business Owner,State Legislator,non-partisan,1,0,2,Democrat,A2359YG3YH3M31,1,361
3,1,87,9,6,Male,55,Asian,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,A2359YG3YH3M31,1,361
3,0,29,8,5,Male,35,Hispanic,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,A2359YG3YH3M31,1,361
4,1,77,8,3,Female,55,Asian,Educator,State Legislator,Republican,1,0,2,Democrat,A2359YG3YH3M31,1,361
4,0,40,9,2,Female,55,Hispanic,Small Business Owner,None,Republican,1,0,2,Democrat,A2359YG3YH3M31,1,361
5,1,71,10,3,Female,35,Asian,Attorney,Mayor,Independent,1,0,2,Democrat,A2359YG3YH3M31,0,361
5,0,46,7,4,Male,45,White,Business Executive,State Legislator,Democrat,1,0,2,Democrat,A2359YG3YH3M31,0,361
1,0,100,8,4,Female,35,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
1,1,100,8,4,Male,45,White,Business Executive,City Council Member,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
2,1,100,8,4,Female,35,Hispanic,Business Executive,City Council Member,Independent,1,0,3,Democrat,A23LD5M5A9R1TA,0,362
2,0,100,8,4,Male,65,White,Police Officer,None,Republican,1,0,3,Democrat,A23LD5M5A9R1TA,0,362
3,0,100,8,4,Male,45,White,Business Executive,None,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
3,1,100,8,4,Male,35,Asian,Educator,None,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
4,1,100,8,4,Female,65,Black,Attorney,State Legislator,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
4,0,100,8,4,Female,55,Hispanic,Business Executive,City Council Member,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
5,1,100,8,4,Male,55,Asian,Business Executive,State Legislator,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
5,0,100,8,4,Female,45,Black,Police Officer,Representative in Congress,non-partisan,1,0,3,Democrat,A23LD5M5A9R1TA,1,362
1,1,55,8,5,Male,45,Hispanic,Police Officer,Mayor,Republican,0,1,6,Republican,A23QXA1VAD51J3,1,363
1,0,72,7,3,Male,35,White,Attorney,Mayor,Republican,0,1,6,Republican,A23QXA1VAD51J3,1,363
2,1,65,8,5,Male,55,White,Business Executive,Representative in Congress,Independent,0,1,6,Republican,A23QXA1VAD51J3,0,363
2,0,58,5,2,Female,45,Black,Police Officer,Mayor,Democrat,0,1,6,Republican,A23QXA1VAD51J3,0,363
3,0,50,7,3,Female,35,Black,Attorney,None,non-partisan,0,1,6,Republican,A23QXA1VAD51J3,1,363
3,1,70,8,6,Male,55,Black,Small Business Owner,City Council Member,non-partisan,0,1,6,Republican,A23QXA1VAD51J3,1,363
4,0,65,8,5,Male,45,Black,Attorney,Representative in Congress,non-partisan,0,1,6,Republican,A23QXA1VAD51J3,1,363
4,1,70,6,5,Female,55,Asian,Educator,State Legislator,non-partisan,0,1,6,Republican,A23QXA1VAD51J3,1,363
5,1,70,6,5,Female,65,Hispanic,Attorney,Mayor,Independent,0,1,6,Republican,A23QXA1VAD51J3,1,363
5,0,60,8,5,Male,65,Asian,Educator,City Council Member,Independent,0,1,6,Republican,A23QXA1VAD51J3,1,363
1,0,90,4,6,Male,45,Asian,Educator,City Council Member,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
1,1,90,11,6,Male,65,Hispanic,Small Business Owner,Representative in Congress,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
2,1,29,8,4,Female,35,Asian,Police Officer,Mayor,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
2,0,30,8,4,Female,65,Hispanic,Police Officer,None,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
3,1,95,5,5,Male,45,Black,Attorney,Mayor,Independent,1,0,1,Democrat,A23T4R418N49S1,0,364
3,0,85,8,5,Female,65,Asian,Small Business Owner,State Legislator,Democrat,1,0,1,Democrat,A23T4R418N49S1,0,364
4,0,85,11,3,Female,35,Black,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
4,1,96,7,6,Female,45,Hispanic,Attorney,State Legislator,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
5,0,79,8,4,Male,35,Black,Educator,None,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
5,1,91,9,6,Female,55,Hispanic,Attorney,City Council Member,non-partisan,1,0,1,Democrat,A23T4R418N49S1,1,364
1,0,59,10,6,Male,35,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,1,Democrat,A2416IYI3FQMAG,1,365
1,1,84,6,5,Female,35,Hispanic,Educator,City Council Member,non-partisan,1,0,1,Democrat,A2416IYI3FQMAG,1,365
2,0,60,7,6,Male,65,White,Educator,Representative in Congress,non-partisan,1,0,1,Democrat,A2416IYI3FQMAG,1,365
2,1,75,8,6,Male,35,White,Business Executive,Mayor,non-partisan,1,0,1,Democrat,A2416IYI3FQMAG,1,365
3,0,83,9,4,Male,35,Black,Business Executive,City Council Member,Democrat,1,0,1,Democrat,A2416IYI3FQMAG,1,365
3,1,93,7,6,Female,45,Black,Attorney,State Legislator,Democrat,1,0,1,Democrat,A2416IYI3FQMAG,1,365
4,0,71,12,3,Male,65,Black,Attorney,City Council Member,Republican,1,0,1,Democrat,A2416IYI3FQMAG,0,365
4,1,75,8,6,Female,45,Hispanic,Police Officer,City Council Member,Democrat,1,0,1,Democrat,A2416IYI3FQMAG,0,365
5,0,64,13,2,Male,55,Asian,Police Officer,None,Republican,1,0,1,Democrat,A2416IYI3FQMAG,0,365
5,1,72,4,6,Female,45,Asian,Police Officer,None,Independent,1,0,1,Democrat,A2416IYI3FQMAG,0,365
1,1,100,9,4,Male,35,White,Small Business Owner,Representative in Congress,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
1,0,91,8,7,Female,65,Hispanic,Police Officer,Mayor,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
2,0,72,8,4,Male,45,Asian,Educator,None,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
2,1,82,8,7,Male,45,Asian,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
3,1,91,8,6,Male,45,Hispanic,Attorney,State Legislator,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
3,0,81,8,6,Female,35,Black,Police Officer,State Legislator,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
4,0,91,8,4,Female,65,Black,Educator,City Council Member,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
4,1,91,8,6,Male,65,White,Police Officer,State Legislator,non-partisan,1,0,3,Democrat,A2447POQVQCP8A,1,366
5,1,100,8,4,Male,45,Asian,Police Officer,Mayor,Independent,1,0,3,Democrat,A2447POQVQCP8A,0,366
5,0,80,8,4,Female,55,White,Business Executive,City Council Member,Republican,1,0,3,Democrat,A2447POQVQCP8A,0,366
1,0,51,8,4,Male,55,Hispanic,Business Executive,None,Independent,1,0,1,Democrat,A245ULD0JMXA1A,1,367
1,1,52,8,4,Male,55,Asian,Small Business Owner,None,Independent,1,0,1,Democrat,A245ULD0JMXA1A,1,367
2,0,50,8,4,Male,55,White,Small Business Owner,None,non-partisan,1,0,1,Democrat,A245ULD0JMXA1A,1,367
2,1,51,8,4,Female,45,Black,Educator,Representative in Congress,non-partisan,1,0,1,Democrat,A245ULD0JMXA1A,1,367
3,1,50,8,4,Female,65,Hispanic,Small Business Owner,Representative in Congress,Independent,1,0,1,Democrat,A245ULD0JMXA1A,0,367
